index,title,date
2637,Cong ,1991-11-06
2631,Bbc And Hbo Plan Film On Exxon Oil Disaster. ,1991-11-06
2565,Oil Futures Take Tumble. ,1991-11-07
2604,"For Kuwait, End Of Fires Marks Start Of New Day. By Donna. ",1991-11-08
2601,After The Fire: Sun Rises On New Day For Kuwait. ,1991-11-08
2598,Continued From Page La. ,1991-11-08
2618,Markets ,1991-11-08
2647,Pork Futures Surge. ,1991-11-09
2591,"For Kuwait, End Of Oil Fires Marks Promise Of New Day. ",1991-11-09
2610,Kuwait ,1991-11-09
2594,End Of Oil Fires Marks Beginning Of New Era. ,1991-11-09
2649,New Day For Kuwait. Oil Inferno Is Over; Sunshine Replaces ... ,1991-11-09
2619,The Indian Express ,1991-11-09
2597,Continued From Page La. ,1991-11-09
2600,"Kuwait Inferno Over, But Problems Remain ",1991-11-09
2592,Oil Fires Out; Sun Shines In Kuwait. ,1991-11-09
2595,Doused Oil Fires Bring Hope To Kuwait. By Donna Abu-Nasr ... ,1991-11-09
2609,Overseas Production Woes Fail To Halt Oil-Price Decline. ,1991-11-09
2641,Star-News ,1991-11-10
2613,The Indian Express ,1991-11-10
2603,New Day Dawns In Kuwait After Last Of Oil Field Fires Quenched,1991-11-10
2646,Hudson Valley News ,1991-11-11
2645,Exxon Oil Spill Civil Trials Set To Begin In April 1993. ,1991-11-11
2624,Crude Oil Price. ,1991-11-12
2564,Technical Factors Trip Oil. ,1991-11-12
2559,Weaken Price Of Crude Oil. ,1991-11-12
2605,Kuwait's Comeback Boosts Oil Supplies. ,1991-11-13
2625,Crude Oil Price. ,1991-11-13
2607,Metalscommodities ,1991-11-14
2644,Louisiana's Great Dilemma. ,1991-11-14
2542,Oil Futures. Reverse Rally. ,1991-11-14
2623,Crude Oil Price. ,1991-11-14
2593,Maverick Timing Helps Hunt. ,1991-11-14
2584,Us Gasoline Supply At Lowest Level Since 1973. Observers Say ,1991-11-14
2544,Oil Prices Head Above $22 . ,1991-11-15
2627,Crude Oil Price. ,1991-11-15
2602,Stock Prices Fall In Uncertainty. ,1991-11-15
2547,Russia Bans Some Oil Exports; Market Reacts. ,1991-11-16
2616,"Oil Prices Rally, After Russian Edict. ",1991-11-16
2546,Effect On Us. Unknown Russia Is Slowing Rate Of Oil Exports,1991-11-16
2632,Commodities Surge On News. ,1991-11-16
2640,Russia Halts Some Oil Exports. ,1991-11-16
2583,Russia Suspending Oil Exports. ,1991-11-16
2571,Supply Fears Pump Up Oil . ,1991-11-16
2586,Is The Us. Running Out Of Gas? Supply Falls To Lowest Level ,1991-11-17
2552,Warning ,1991-11-18
2634,Wednesday Nov 13. ,1991-11-18
2617,Sanctions Believed Unlikely To Hurt Libya's Economy. ,1991-11-19
2626,Crude Oil Price. ,1991-11-19
2621,Europeans May Balk At Embargo. ,1991-11-19
2558,Investors Seek Safety In Metals. ,1991-11-20
2630,Victoria Advocate. Wednesday. November .Business In Brief ,1991-11-20
2642,Atlanta Eggs. Atlanta Ah Eggs. T Merit Was Generally Firm. ... ,1991-11-20
2566,3 Natural Gas Stations Opened. ,1991-11-21
2576,Wheat Futures Surge. ,1991-11-21
2569,New Straits Times... Keening Fields Of Kuwait. ,1991-11-21
2620,Toledo Blade ,1991-11-22
2579,Was It All About Oil? ,1991-11-22
2555,Oil Prices Plunge To Low . ,1991-11-23
2541,No Cap Yet Opec Will Likely Keep Its Oil Taps Wide Open. ,1991-11-25
2622,Oil Rises; Products Mixed. ,1991-11-26
2639,Opec Agrees To Let Oil Flow. ,1991-11-26
2638,Precious Metals Edge Down. ,1991-11-26
2573,Panel To Monitor Japanese Trading. ,1991-11-26
2580,The Tuscaloosa News ,1991-11-26
2548,Opec Ministers Expected To Endorse High Oil Production ,1991-11-26
2549,Opec Unlikely To Cut Output. ,1991-11-26
2550,Bulletin Use Less. Saudis Push For Higher Oil Output. Solly ... ,1991-11-26
2551,Opec Opens Session Raising Oil Production By Sally Jacobsen,1991-11-26
2582,Opec Ministers Open Conference. ,1991-11-26
2545,Opec Leaders Open New Session I. ,1991-11-26
2556,The Daily Gazette ,1991-11-26
2590,High ,1991-11-26
2560,Opec Nations Push For More Production ,1991-11-26
2567,Austria Opec Ministers Differ On Demand Forecasts. ,1991-11-26
2581,Opec Opens Key Strategy Session ,1991-11-26
2563,The Robesonian ,1991-11-26
2570,Opec Won't Cut Oil Production ,1991-11-27
2614,Opec Likely To Keep The Oil Taps Wide Open. ,1991-11-27
2635,Crude Oil Price. ,1991-11-27
2633,Big Compensation Planned For Rape Victims In Kuwait. ,1991-11-27
2636,Opec Reaches Palestinians Tentative Pact Riot Over Talks. ,1991-11-27
2561,Fears Of Pint Depress. Oil ,1991-11-27
2599,Commodities ,1991-11-28
2589,Soviet Coup Rumors Enliven Oil. Tradina ,1991-11-28
2629,Crude Oil Price. ,1991-11-28
2585,Official: Indonesia May Soon Be Net Oil Importer. ,1991-11-28
2554,Opec Means Little. Menus Little To Average Customers. ,1991-11-28
2574,Oil Futures Move Higher. ,1991-11-29
2643,New Straits Times ,1991-11-29
2651,Opec Move To Maintain Production Means Little. ,1991-12-01
2543,Opec Move To Maintain Production Means Little. ,1991-12-01
2568,Life Goes On At Kuwait's Keening Fields. ,1991-12-01
2652,Crude Prices Fall Again ,1991-12-10
2653,The Union Democrat ,1991-12-10
2654,How Was Oil Formed. ,1991-12-16
2656,The Free-Lance Star ,1991-12-16
2650,Selling Wave Drops Heating Oil Prices To Level Of Summer ,1991-12-20
2658,Crude Prices Drop To 10-Month. ,1991-12-21
2655,Group Asks To... ,1991-12-26
2659,Oil Futures Rise. ,1991-12-28
2657,Oil Prices May Plunge Again To Say Experts. ,1991-12-29
2719,Oil Prices Slide Lower. ,1992-02-01
2759,Most Serious Foulings Had Their Start In 67. ,1992-02-01
2701,Engineers ,1992-02-01
2717,"Cost Of Living, Oil, Gas Added To Reports. ",1992-02-02
2752,By George Olsen. ,1992-02-02
2747,Crude Oil Prici. ,1992-02-03
2707,Oil Futures Prices Mixed . ,1992-02-04
2743,Crude Oil Price. ,1992-02-04
2739,Crude Oil Price. ,1992-02-05
2702,New Straits Times ,1992-02-07
2715,"'Love Positive Perspective Decision Ron Mci. Tm, Tutor Owian ",1992-02-07
2769,Quaker State. ,1992-02-07
2731,The Indian Express ,1992-02-09
2708,Milk Products Expanding. ,1992-02-09
2733,Uiem Plans Downstream Activities. ,1992-02-11
2748,Crude Oil Price. ,1992-02-11
2668,Refinery Claims Major Discovery In Recycling Used Oil Into ... ,1992-02-11
2712,"Precious Metals, Oil. ",1992-02-11
2751,Oil Prices Post Modest Loss. ,1992-02-11
2741,Crude Oil Price. ,1992-02-12
2734,Oil Prices Slide Before Opec Talks. ,1992-02-12
2729,Oil Futures Take Plunge. ,1992-02-12
2672,The Indian Express ,1992-02-16
2695,Herald-Journal ,1992-02-16
2693,Oil Output Will Be Cut By Opec Cuunines. ,1992-02-16
2699,Pump Blamed For Fire. ,1992-02-17
2698,Bangor Daily News ,1992-02-17
2685,Coffee Hits 16-Year Low; Oil Plunges. ,1992-02-19
2681,Engineering: Contributions Should Be Recognized. ,1992-02-19
2744,Crude Oil Price. ,1992-02-19
2665,Opec Action Causes Oil Prices To Skid. Oil Markets Not ... ,1992-02-19
2727,Oil Prices Take. Big Plunge. ,1992-02-19
2666,Opec Action Causes Oil Prices To Skid. Oil Markets Not ... ,1992-02-19
2704,Volunteers Care For Oil-Covered Animals. By Michael Randall,1992-02-21
2738,Crude Oil Price. ,1992-02-21
2761,The Bulletin ,1992-02-23
2721,Credits Can Be Sold. ,1992-02-25
2746,Exchanges Vie For Right To Sell Smoc New. New Nil Battle ... ,1992-02-25
2730,Oil Down In Slow Trading. ,1992-02-25
2677,"Warning Chemicals Known To The State To Cause Cancer, Birth ",1992-02-25
2673,Warning ,1992-02-25
2762,Lewiston Morning Tribune ,1992-02-25
2760,Livestock Commodity Roundup. ,1992-02-25
2766,Cash Grain ,1992-02-27
2700,The Indian Express ,1992-02-27
2691,National: Fewer Fall Behind On Debt. ,1992-02-27
2737,Crude Oil Price. ,1992-02-27
2753,Oil Prices Remain Stable. ,1992-02-27
2778,New Straits Times ,1992-03-23
2880,Quaker State's Profits Drop 83% For First Quarter. ,1992-05-01
2834,Commodities ,1992-05-01
2846,Lawrence Journal-World ,1992-05-03
2885,Gettysburg Times ,1992-05-08
2886,"0,Rso'.. Le In Vate Initiative Instead Of Hefty Infusions ... ",1992-05-08
2854,Oil Futures Close Mixed . ,1992-05-08
2826,"Precious Metals, Oil. ",1992-05-12
2881,The Daily Reporter ,1992-05-14
2873,Commodity Roundup. ,1992-05-14
2882,"Lumber Futures Soar, Import Duties Viewed. ",1992-05-15
2883,Precious Metals. ,1992-05-15
2850,Gas ,1992-05-17
2879,Daily News ,1992-05-17
2889,Rebels Kill 3 Soldiers After Hijack. ,1992-05-18
2821,Maintenance Tips. Keep Environment In Mind With Repairs. ,1992-05-19
2864,Oil Prices End. Downward ,1992-05-19
2835,"Chevron, Kazakhstan In $50bil Oil Venture. ",1992-05-20
2887,Commodity Roundup. ,1992-05-20
2884,Soybean Futures Plummet Based On Prospects Of Rain ,1992-05-20
2861,"Precious Metals, Oil. ",1992-05-20
2867,The Robesonian ,1992-05-20
2877,Word Of Mouth: Sailboat Regatta. ,1992-05-20
2833,The News ,1992-05-24
2869,New Straits Times ,1992-05-25
2803,"Warning Chemicals Known To The State To Cause Cancer, Birth ",1992-05-26
2808,Warning ,1992-05-26
2798,"Warning Chemicals Known To The State To Cause Cancer, Birth ",1992-05-26
2871,The Bonham Daily Favorite ,1992-05-26
2809,Opec Rattles Markets. ,1992-05-28
2811,"Fill .-the Victoria Advocate, Thursday. Business In Brief ... ",1992-05-28
2824,Cash Grain ,1992-05-28
2819,Commodities ,1992-05-29
2858,Oil Barfing Company Ceo Charged In Major Banff. By Gail ... ,1992-05-29
2852,Oil Closes On An Up Note . ,1992-05-30
2837,The Prescott Courier ,1992-05-31
2894,All Star: Pawn. ,1992-06-02
2896,The Week That Will Be. ,1992-06-08
2891,Big Oil Men. ,1992-06-28
2979,Holiday Drivers Face High Gas Prices. Reasons For Increases ,1992-07-01
2932,Oil Prices Fall Sharply . ,1992-07-01
2961,Soybean Acreage Tops Forecasts; Prices Drop. ,1992-07-01
2982,Gas Prices Rise For Fourth. Some Retailers Charge Gouging; ,1992-07-01
2972,Crude Oil Price. ,1992-07-01
2990,World Highlights. ,1992-07-02
3001,The Indian Express ,1992-07-02
2914,The Indian Express ,1992-07-03
2929,Manila Standard ,1992-07-03
2925,Oil Traders See Good Day. ,1992-07-03
3002,Crude Oil Price. ,1992-07-03
3009,Commodity Roundup. Teffi ,1992-07-03
2904,To Begin Work On Crude Oil Pipeline. ,1992-07-04
2926,Company Gears Up For Major Oil Spills. ,1992-07-05
2910,Workers Race To Clean Up Oil Spill From Tanker In The ... ,1992-07-05
2994,Let Assess. 92 First Half. S A Franchise The Ticket To ... ,1992-07-05
2948,Oil Spill Cleaned Up In Delaware River. ,1992-07-06
3008,Crude Oil Price. ,1992-07-06
2901,Supervisory Agency For Banking System. ,1992-07-07
2973,Crude Oil Price. ,1992-07-07
3006,The Pi Billion Opsf Will Be Tapped For The Power Projects ... ,1992-07-07
2951,Cleanup Of Delaware River Oil Spill Boosted By New Crews. ,1992-07-07
2995,Commodities ,1992-07-08
2997,Briefly Butler Company Reports Oil Leak. ,1992-07-08
2943,Alaska Court Overturns Hazelwood Conviction ,1992-07-08
2921,Dumping Sends Silver Futures Plunging. ,1992-07-08
2937,"Amoco Oil Company To Cut 8,500 Jobs. ",1992-07-09
3004,Crude Oil Prk. ,1992-07-09
2936,Dry Weather Concerns Help Cocoa Make Gains. ,1992-07-09
2945,Alaska Court Overturns Hazelwood Conviction ,1992-07-09
2968,French Firm To Build $4b Refinery In Lumut. By Jahabar Sadiq,1992-07-10
2930,Oil Spill Fighters Reinforced. Coastline Protection Buoyed ... ,1992-07-10
2977,Court Overturns Hazelwood's Misdemeanor Conviction ,1992-07-10
2946,Appeals Court Overturns Conviction ,1992-07-10
2940,Court Overturns Hazelwood Conviction ,1992-07-10
3005,The Deseret News ,1992-07-10
2952,Court Overturns Conviction Of Captain In Exxon Oil Spill. I ... ,1992-07-11
2953,Conviction Overturned In Oil Spill. ,1992-07-11
2954,Exxon Valdez. Captain In Oil Spill Get. The Court Threw Out ,1992-07-11
2984,Eugene Register-Guard ,1992-07-11
2962,Exxon Valdez Captain's Conviction Overturned. ,1992-07-11
2963,Hazelwood Conviction Overturned. ,1992-07-11
2965,Kentucky New Era ,1992-07-11
2967,Exxon Sentence Rejected. ,1992-07-11
2980,Valdez Captain's Conviction Overturned By Appeals Court. ,1992-07-11
2981,Exxon Valdez Skipper Wins Appeal. ,1992-07-11
2983,Seattle Court Overturns Conviction ,1992-07-11
2958,The Tuscaloosa News ,1992-07-11
2966,Alaska Court Voids Oil Spill Conviction ,1992-07-11
2986,National Items. ,1992-07-11
2906,"Crude, Gas Prices Decline. ",1992-07-11
2933,Alaska Court Overturns Hazelwood Conviction ,1992-07-11
2934,Exxon Skipper Beats Conviction ,1992-07-11
2935,Exxon Tanker Skipper Conviction Overturned. ,1992-07-11
2931,"Marine Superintendent. Darwin, Australia. ",1992-07-11
2939,Actor Critical. After Surgery Hazelwood Misdemeanor ... ,1992-07-11
2941,"The Gainesville. Attn, Saturday, Jiny. Valdez Captain's ... ",1992-07-11
2942,Alaska Court Overturns Conviction Of Exxon Captain ,1992-07-11
2947,Court Sides With Hazelwood. Overturns Misdemeanor Conviction ,1992-07-11
2987,Conviction Of Valdez Captain Is Overturned. ,1992-07-12
2917,Short Deposits. ,1992-07-12
2944,Alaska Appeals Court Overturns Valdez Captain's Conviction ,1992-07-12
2955,Alaska Appeals Court Overturns Hazelwood Misdemeanor Conviction,1992-07-12
2991,The Robesonian ,1992-07-14
2993,The Daily Gazette ,1992-07-14
2996,Oil Prices Close Higher . ,1992-07-14
2989,Environmental Concern. ,1992-07-15
3000,Deposit Growth Pushes Tip M3. ,1992-07-15
2950,Oil Futures Prices Mixed . ,1992-07-15
3007,Crude Oil Price. ,1992-07-15
2970,Crude Oil Price. ,1992-07-16
2928,The Spokesman-Review ,1992-07-16
2938,Spokane Chronicle ,1992-07-16
2985,Export Demand Boosts Wheat Futures. ,1992-07-16
2957,Gadsden Times ,1992-07-16
2912,Output Of Crude .Oil .Slips . ,1992-07-16
2924,The Victoria Advocate ,1992-07-17
2900,All Eyes Now On The Commodities Sector ,1992-07-17
2999,The Daily Gazette ,1992-07-18
2949,New Straits Times ,1992-07-18
2969,Crude Oil Price. ,1992-07-21
2915,Oil Traders Expect Action Against Iraq. ,1992-07-21
2922,California Earthquakes Unleashing Harmful Flows Of Crude Oil,1992-07-21
2960,Indicators ,1992-07-21
2913,Brendan Boyd Takii Ding... Oil Prices Higher. ,1992-07-21
2992,The Robesonian ,1992-07-22
2998,Lodi News-Sentinel ,1992-07-22
2905,Earthquakes Trigger Flow Of Crude Oil. ,1992-07-22
2959,Quakes Send Oil Gushing From California Mountains. ,1992-07-22
2919,Gainesville Sun ,1992-07-22
2920,Quakes Trigger Oil Seeps In California. ,1992-07-22
2978,Star-News ,1992-07-22
2964,The Southeast Missourian ,1992-07-22
2902,The Victoria Advocate ,1992-07-23
2903,Quakes Trigger Oil Flow. ,1992-07-23
2927,The Robesonian ,1992-07-23
2956,4 Oil Companies Earnings Drop. ,1992-07-24
2908,Crude Oil Prices Inch Up . ,1992-07-24
2918,Weather Concerns Boost Cocoa Futures. ,1992-07-25
2923,Military Possible Action In Iraq Boosts Energy Prices. ,1992-07-25
3003,Crude Oil Price. ,1992-07-25
2911,Us Oil Prices Rising Further On Iraq Fears. ,1992-07-27
2974,Crude Oil Price. ,1992-07-28
2971,Coffee Plunges On Brazil Weather. ,1992-07-28
2988,Tide Turning For Usx; Earns 828% Second-Quarter Profit. ,1992-07-29
2907,"Palace Says No Oil Price Hike, But By Marichu A. Villanueva ",1992-07-29
2976,Crude Oil Price. ,1992-07-30
2916,Worker Injured In Barge Fire. ,1992-07-30
2975,Crude Oil Price. ,1992-07-31
2909,Oil Spill Bases Put On Texas Coast. ,1992-07-31
3019,The Indian Express ,1992-08-02
3018,Commodities By Tl. Kwong Factors That Put World Oil Markets ,1992-08-14
3013,The Deseret News ,1992-08-15
3017,The Indian Express ,1992-08-17
3016,Ropes In Two Foreign Govt-Linked Firms. ,1992-08-18
3012,"Pemex, Shell To Invest In Us Refinery. ",1992-08-27
3124,Energy Prices Go Higher. ,1992-09-01
3099,Lakeland Ledger ,1992-09-01
3072,Cpo Export Duty May Be Abolished. ,1992-09-02
3073,Spot Metals. ,1992-09-02
3065,Sweet Crude Prices Jump. ,1992-09-02
3083,Crude Oil Price. ,1992-09-03
3119,China Lifts Price Contro. ,1992-09-03
3036,Wheat Futures Leap As Bush Boosts Subsidies. ,1992-09-03
3046,Final Hogs. ,1992-09-03
3070,Gas Prices Up; Oil Is Down. ,1992-09-04
3085,Crude Oil Phicl. ,1992-09-04
3091,Lawmakers Ask For Cut In Oil Price. ,1992-09-04
3041,Dollar's Fall A Blow To Opec. ,1992-09-04
3075,Opec Feeling Effects Of Dollar's Tailing Value. ,1992-09-04
3031,Opec's Fortunes Plunge With Dollar. Oil: The Drop As Far As ,1992-09-04
3122,New Straits Times ,1992-09-07
3025,Opsf Abolition Must. Go With Deregulation By Pel V. Maragay ,1992-09-08
3128,There Something In The Air All Over The South. ,1992-09-09
3126,West Side/. Mary S. Harrell ,1992-09-09
3118,Our Readers Speak... ,1992-09-09
3111,Crude Oil Price. ,1992-09-09
3098,Lewiston Morning Tribune ,1992-09-09
3088,Crude Oil Price. ,1992-09-10
3107,"Mexico Briefs... Oil, Gas To Be Stored In Caves. ",1992-09-10
3040,Oil Prices Holding Steady. ,1992-09-10
3081,Oil Prices Slightly Higher . ,1992-09-12
3061,To Drop China Trade Pact. By Edu Lopez. ,1992-09-12
3039,"Yeltsin Defends Economic Program, Denounces Policies Of ... ",1992-09-12
3108,Crude Oil Price. ,1992-09-12
3114,"Usda Report Weighs On Soybeans, Wheat. ",1992-09-12
3044,Lakeland Ledger ,1992-09-12
3043,Gas-Hog Americans Ignore The Lessons Of Desert Storm. ,1992-09-13
3097,Bangor Daily News ,1992-09-14
3030,Our Gas-Guzzling Habits Leave Us. At Risk. ,1992-09-14
3049,Commodities ,1992-09-14
3125,Eastern Feedlots. ,1992-09-14
3045,Controlling Our Destiny. Wasted Energy Weakens Nation ,1992-09-14
3096,Opec Meeting. Ministers Study Oil Production Strategy. ,1992-09-15
3035,Manila Standard ,1992-09-15
3080,Opec Working To Boost Oil Prices. ,1992-09-15
3057,Malaysia Expects More Revenue From Lng. ,1992-09-15
3032,Key Opec Ministers Satisfied With Current Price Of Crude Oil. ,1992-09-15
3104,Commodity Roundup. ,1992-09-16
3109,Crude Oil Price. ,1992-09-16
3120,Rose Sprig Glasses Often Reproduced . ,1992-09-16
3029,Opec Seeking Formula To Increase Crude Oil Prices. ,1992-09-16
3095,High ,1992-09-17
3105,Raytheon Wins Million Marine Contract. ,1992-09-17
3092,Trade Deficit Hits 20-Month High. ,1992-09-17
3087,Crude Oil Price. ,1992-09-17
3068,"Opec, Keeps Oil Prices Up . ",1992-09-17
3048,"Precious Metals, Oil. ",1992-09-17
3069,Opec Seeking Oil Price Increase. ,1992-09-17
3051,Opec Ironing Out Production Accord. ,1992-09-17
3112,Chemical Stocks Not Too Healthy. ,1992-09-18
3115,The Deseret News ,1992-09-18
3059,Opec Ministers Agree To Freeze. ,1992-09-18
3082,Oil Prices Close Lower. ,1992-09-18
3058,Samsung Shows Interest To Revitalise Shipyards. ,1992-09-19
3064,The Press-Courier ,1992-09-19
3102,Grain And Soybeans Futures Are Mixed. ,1992-09-19
3052,Import Levy. ,1992-09-20
3063,The Victoria Advocate ,1992-09-20
3037,A Revival For Gas Producers. ,1992-09-20
3079,New Straits Times ,1992-09-21
3038,The Indian Express ,1992-09-22
3117,Wait For Better Price On Mobil. ,1992-09-22
3055,Slick Reported To Be Moving Towards Indonesian Coast. Oil ... ,1992-09-22
3093,Wet.. The Car Fuel Of Tomorrow Is Ready. Paul Harvey. ,1992-09-22
3067,Land Of The Free Now Land Of The Kept. ,1992-09-22
3078,The Free Lance-Star ,1992-09-22
3116,Local Over The Counter. Mmmm Am. Ik Southington Local Over ,1992-09-23
3123,Commodity Roundup. ,1992-09-25
3089,Crude Oil Prici. ,1992-09-25
3066,Rising Gas Prices Hit Snag. ,1992-09-25
3020,"Doe: 2,000 Tonnes Of Crude Oil Has Leaked From Burning Ship. ",1992-09-25
3074,Paul Harvey. Commentary By Paul Harvey Syndicate Columnist,1992-09-25
3033,Hectic Week For Top. ,1992-09-27
3076,By Paul Harvey. The Car Fuel Of Tomorrow Is Ready. ,1992-09-27
3053,Maritime Spill. ,1992-09-27
3054,Maritime Spill. ,1992-09-27
3090,Future's Car Fuel Here Now. ,1992-09-27
3027,O Ocean Blessing Still Ablaze Nagasaki Spirit Detained. 12 ... ,1992-09-28
3071,Talks On Paying War Bills With Oil. ,1992-09-29
3050,Indonesians Recover Four More Bodies. ,1992-09-29
3101,"Precious Metals, Oil. ",1992-09-30
3060,Nagasaki Spirit May Be Heading For Singapore. ,1992-09-30
3077,Petroleum Prices Fall Lower. ,1992-09-30
3135,Ny Market Oil Prices Up A Bit In Quiet Trading; Natural Gas ... ,1992-10-03
3138,Langkawi Raps Doe Over... ,1992-10-12
3139,Manila Standard ,1992-10-18
3157,Oil Spill Alert To Be Called Off. By Pang Hin Yue. ,1992-11-01
3215,Some Ohio Drivers Now Pay More For Gasoline. ,1992-11-02
