title,date,
Chinas private refiners near merger to address overcapacity,2017-09-01,
Omanpetroleum and other liquids production reached record levels in 2016 US Energy Information Administration,2017-09-04,
US oil reserve needs to build storage of refined fuels,2017-09-05,
Omans petroleum and other liquids production reached record levels in 2016 US Energy Information Administration,2017-09-05,
Libyas Biggest Oil Field Resumes Pumping Crude,2017-09-05,
Oil Climbs to FourWeek High as Refinery Demand for Crude Rises,2017-09-06,
Crude oil price rises to fourweek high,2017-09-06,
Saudi Arabia is learning that preparing for life after oil is easier said than done,2017-09-07,
Navy committed to fight against crude oil theft other maritime crimes Ships Ports,2017-09-07,
Hurricane Harvey caused US Gulf Coast refinery runs to drop gasoline prices to rise US Energy Information ,2017-09-11,
Oil to Keep Flowing But UN Sanctions Hit North Korea Hard,2017-09-11,
Commodities Crude Oil Trims Gains after EIA Storage Build,2017-09-12,
Pipeline vandalism Nigeria defers 700000bpd of crude oil,2017-09-13,
China aims for dollarfree oil trade,2017-09-14,
Modi Governments Defence of High Fuel Prices Is Flimsy,2017-09-14,
For Real Change Beijing Should Stop Giving Crude Oil to a Volatile Kim Jong Un,2017-09-14,
Tour of Shells Puget Sound Refinery,2017-09-14,
How the Texas Energy Industry Should Move Forward After Hurricane Harvey,2017-09-15,
ONGC Oil India trade firm on rising crude oil prices,2017-09-15,
US oil futures market overtakes London,2017-09-15,
Oil still accounts for 92 of Nigerias earnings Investigation,2017-09-17,
Heavy Fuel The Narrowing LightHeavy Crude Oil Spread And What It Means for US Refineries,2017-09-17,
Follow The Money Flow For Crude Oil,2017-09-20,
LT bags Rs 1700cr crude oil pipeline contract from Kuwait Oil Company,2017-09-20,
NZ makes its own oil So why are we paralysed when a pipeline breaks,2017-09-20,
Who are Brazils top five oil producers,2017-09-20,
Pruaitch welcomes Oil Search decision on purchase of crude oil,2017-09-20,
Changing quality mix is affecting crude oil price differentials and refining decisions US Energy Information ,2017-09-20,
Crude Oil Price Forecast September 22 2017 Technical Analysis,2017-09-21,
Changing quality mix is affecting crude oil price differentials and refining decisions,2017-09-21,
Oklahoma Crude Oil drilling expands throughout Sooner state,2017-09-22,
The global importance of Chinas oil imports,2017-09-24,
Trescorp to develop oil terminal at Sohar Port Splash247,2017-09-25,
Oil Trader Trafigura Heralds End of Lower for Longer Crude Era,2017-09-26,
Does Minnesota really need a new oil pipeline,2017-09-26,
China to bring back gold in international settlement with new oil futures,2017-09-26,
Understanding how fluctuating crude oil prices impact petrochemical investment strategies,2017-09-26,
WTI Crude Oil Daily Analysis September 27 2017,2017-09-27,
US drillers wont generate meaningful returns unless oil stays above 50 a barrel says Moodys,2017-09-27,
Ghana Doubles Energy Revenue With Increased Oil Production,2017-09-28,
Crude oil by rail or pipeline New studies explore the question,2017-09-28,
Why The US Exports Oil,2017-09-28,
Oil price slumps on most bearing report of all time,2017-09-30,
India gets its firstever crude oil shipment from US at Odishas Paradip port,2017-09-30,
Firstever shipment of US crude oil to India arrives at Odishas Paradip Port,2017-10-02,
Crude Oil Shipment to India Highlights Expanding Energy Partnership,2017-10-02,
Effect of subsidies to fossil fuel companies on United States crude oil production,2017-10-02,
First US crude oil shipment arrives in Indias Paradip port,2017-10-02,
First US crude oil shipment arrives in IndiaParadip port,2017-10-02,
India gets its firstever crude oil shipment from US at OdishaParadip port,2017-10-02,
India receives firstever US crude oil shipment at Paradip,2017-10-02,
Hot Legs Crude Oil Shuttle Pipelines in the Permians Delaware and Midland Basins Part 2,2017-10-02,
Crude Oil Has Done Nigeria More Harm Than Good Says Ekpu,2017-10-03,
When Shipping Petroleum Air Pollution and Greenhouse Gas Emissions Costs More Than Accidents Wilton E Scott ,2017-10-03,
Oil Mullet Vs Clean Fade,2017-10-03,
Make Alaska and its Petroleum Great Again,2017-10-04,
NBS In 53 years Nigeria realised N118trn from crude oil,2017-10-04,
Where The US Exports Oil And Petroleum Products,2017-10-05,
Hot Legs Crude Oil Shuttle Pipelines in the Permians Delaware and Midland Basins Part 3,2017-10-05,
Air Pollution Greenhouse Gas Emissions Cost More Than Accidents When Shipping Petroleum News,2017-10-05,
Refiners Find Relief from Hurricane Harvey in the Strategic Petroleum Reserve,2017-10-05,
Crude oil produced under every Nigerian President since 1960,2017-10-05,
Record US oil exports weigh on oil prices,2017-10-06,
the actual cost of fuel,2017-10-07,
High cost of oil production in Nigeria Ships Ports,2017-10-08,
RIL offloads US shale gas assets as falling crude oil prices dent profits Mint,2017-10-08,
COT Report EURUSD Crude Oil Continue to Face Headwinds,2017-10-09,
WTI Crude Oil Daily Analysis October 11 2017,2017-10-10,
Azeri Light crude sells for more than 58,2017-10-11,
Study finds air pollution and GHG costs of crudebyrail nearly 2x pipeline costs much larger than spill and accidents ,2017-10-11,
Port of Grays Harbor Concludes that Crude Oil Terminals are Not The Answer for Washington Coast,2017-10-11,
Oil Trading Firm Expects Unprecedented US Crude Exports,2017-10-11,
Ethanol has replaced oil trains as hidden safety risk in NJ,2017-10-13,
Israel And Iraqi Kurdistan The Oil Connection I24NEWS,2017-10-13,
Elliott Wave Analysis Crude Oil WTI investingcom,2017-10-13,
Comparison of landfarming amendments to improve bioremediation of petroleum hydrocarbons in Niger Delta soils,2017-10-13,
Hot Legs Crude Oil Shuttle Pipelines in the Permians Delaware and Midland Basins Part 4,2017-10-15,
IraqKurd Clash Cuts Crude Oil Output at Disputed Kirkuk Fields,2017-10-15,
KUNA KPC renews crude oil storage contract with SUMED General 16102017,2017-10-16,
South Sudan to Revive Crude Oil Operations,2017-10-16,
Crude oil and petroleum product exports reach record levels in the first half of 2017 US Energy Information ,2017-10-17,
ORR Responding to Oil Platform Fire Pipeline Discharge in Louisiana,2017-10-18,
Oman requires 5bn investment for worlds largest crude park,2017-10-18,
Crude oil and petroleum product exports reach record levels in the first half of 2017,2017-10-18,
Crude or condensate The dilemma over Nigerias oilcut exemption,2017-10-18,
Why Does Green California Pump the Dirtiest Oil in the US,2017-10-19,
Russia Goes All In On Arctic Oil Development,2017-10-19,
Cenovus selling Palliser assets in Alberta to Torxen for 13B,2017-10-19,
Forget Peak Demand Norways Oil Chief Wants More Crude to Pump,2017-10-19,
Texas Barge Fire Extinguished ORR Responding Due to Potential Crude Oil Release,2017-10-19,
Crude Oil forecast for the week of October 23 2017 Technical Analysis,2017-10-20,
Crude Oil Prices Weekly Outlook October 23 27,2017-10-21,
Sturgeon County neighbourhoods evacuated after train carrying crude oil derails,2017-10-22,
US Midwest oil refiners boost output cut regions dependence on Gulf Coast,2017-10-22,
Brazilian sugarcane ethanol as an expandable green alternative to crude oil use,2017-10-23,
September unplanned global oil supply disruptions fall to lowest level since January 2012 US Energy Information ,2017-10-23,
Canadian firm resumes oil exploration in Sudan,2017-10-23,
How the Venezuela Crisis Is the Hidden Consequence of Saudi Arabias Oil Price War,2017-10-23,
Which Of These 3 Hotspots Will Be The Next Big Thing In Oil,2017-10-23,
Oil Prices Stabilize After Significant Gasoline Draw,2017-10-24,
Memphis Tennessee In with a New Crude Oil Pipeline and Maybe Out with Another,2017-10-25,
Saudi Aramco buys stake in Rotterdam oil terminal from Gunvor,2017-10-26,
Iraq Resumes Kirkuk Crude Oil Exports Via KurdishRun Pipeline,2017-10-26,
Why Is Crude Moving Today Consult the Wheel of Oil Fortune,2017-10-26,
Chart US Crude Oil Exports Rise Global X ETFs,2017-10-27,
US Oil Gas Rig Count Falls As Brent Breaks 60,2017-10-27,
Irving Oil ordered to pay 4M for offences related to Lac Mgantic disaster,2017-10-27,
Breaking FG to commence crude oil tracking by 2019,2017-10-28,
Oil stays above 60 as production cuts seen holding for next year,2017-10-30,
Crude Oil Price Update Daily Chart Wide Open Under 5375,2017-10-30,
Costlier and more dangerous crude by rail set to rise again as oil production swells,2017-10-31,
Time Has Come Today The Rationale for Reversing the Crude Oil Flow on Capline,2017-10-31,
Widening BrentWTI price spread unlikely to change East Coast crude oil supply US Energy Information Administration,2017-11-01,
Get Used to These Higher Oil Prices,2017-11-01,
NNPC takes crude oil search to Benue,2017-11-02,
Russia and Saudi Arabia A New Oil Bromance,2017-11-03,
Indias crude oil production flat in September import bill rises 21 per cent,2017-11-03,
Brazils Petrobras Not Dead After All,2017-11-03,
WTI Crude Oil Trades Intraday to 2017 High As OPEC Breeds Confidence,2017-11-04,
How unclenephew duo stole 50 mn litres oil from Indias largest onshore fields,2017-11-04,
How unclenephew duo stole 50 mn litres oil from Indialargest onshore fields,2017-11-05,
Fact 1002 November 6 2017 The Trade Deficit of Petroleum in 2016 Was at its Lowest Since 1998,2017-11-05,
Abu Dhabi Crude Oil Pipeline successfully issues 3b bond,2017-11-06,
Absolutely shocking Niger Delta oil spills linked with infant deaths,2017-11-06,
Crude Oil Prices In 2018 Impact On NaphthaBased Polyethylene Asian Chemical Connections,2017-11-06,
Crude Oil Prices Flash Overbought Signal for First Time in 2017,2017-11-06,
Anger Seethes on Margins of Historic Oil Cleanup in Nigerias Delta,2017-11-07,
Eyes in the sky raise questions over Saudi oil storage,2017-11-08,
Rising crude oil price drives up cost of synthetic textile raw materials,2017-11-08,
Saudi Aramco signs agreements for oil and gas megaprojects worth nearly US45 billion,2017-11-08,
Hedge Funds Add Bullish Oil Bets as Mideast Tension Heats Up,2017-11-09,
End Of Oil Narratives Are Misleading,2017-11-10,
Russia exports most of its crude oil production mainly to Europe,2017-11-10,
Russia Now Biggest Crude Supplier to China,2017-11-14,
Transportation constraints and export costs widen the BrentWTI crude oil price spread US Energy Information ,2017-11-14,
EIA Russia exports its crude oil mainly to Europe,2017-11-15,
Crude Oil Prices rebound Slightly In Asia With Venezuela Debt In Focus,2017-11-15,
WTI crude oil hits twoweek low,2017-11-15,
Hot Legs Permian Crude Oil Shuttle Pipelines Gathering Systems Provide Destination Flexibility,2017-11-15,
Why Saudi Arabia Should Fear US Oil Dominance,2017-11-15,
200000 Gallons of Oil Leak From the Keystone Pipeline in South Dakota,2017-11-15,
The Keystone pipeline spilled 210000 gallons of crude oil in South Dakota,2017-11-16,
Keystone Pipeline Leaks 210K Gallons Of Crude Oil In S Dakota,2017-11-16,
Top crude oil trader Mike Muller to leave Shell,2017-11-16,
Vox Sentences Thousands of gallons of crude oil spill in South Dakota,2017-11-17,
TransCanada Keystone pipeline leaks 795000 litres of crude oil in South Dakota,2017-11-17,
Heres where Keystone XLs giant oil spill ranks among the 20 biggest leaks this decade,2017-11-17,
We need to know more about Keystone oil pipeline leak tribal chairman says,2017-11-17,
e need to knowmore about Keystone oil pipeline leak tribal chairman says,2017-11-18,
Crude Oil Prices Dip In Asia As Middle East Risk Premium Ebbs,2017-11-18,
Nationwide oil pipeline spills are a neardaily reality,2017-11-19,
Even a tiny oil spill spells bad news for birds,2017-11-20,
Crude Oil Jumps In Asia As API Estimates Show Major Draw,2017-11-21,
Crude Oil Rebounds In Asia With API Estimates Ahead,2017-11-21,
Concerned Citizens and Environmental Groups Stop Oil Train in its Tracks,2017-11-21,
Is the rising price of crude oil good for Nigerias economy,2017-11-21,
Global stocks scale record highs crude oil prices rise,2017-11-21,
Report 74000 gallons of crude oil unrecovered in Bastrop spill,2017-11-22,
Brazilian ethanol can replace 137 of worlds crude oil consumption,2017-11-22,
Nigeria Oil Spills Double Risk of Infant Mortality Research Shows,2017-11-22,
Oil products house of the year Asia BOCI,2017-11-22,
USOIL Charts and Quotes TradingView,2017-11-22,
Saudi Aramco and SABIC sign MOU to develop innovative Crude Oil to Chemicals Complex,2017-11-23,
Aramco Sabic Sign Pact for 20 Billion OiltoChemicals Project,2017-11-26,
Albanias Economy Not Benefiting From Largest Oil Reserves in Region,2017-11-26,
Natural gas production in Bakken region increases at a faster rate than oil production US Energy Information ,2017-11-28,
Is crude oil killing children in Nigeria,2017-11-28,
NNPC seeks buyers who can pay 5bn advance for crude oil,2017-11-29,
Residential heating oil and propane prices are expected to be higher than last winter US Energy Information ,2017-11-29,
United States Canada and Mexico launch North American Energy Information website US Energy Information ,2017-11-30,
Saudi Arabia Arrests Effect on Oil Price,2017-12-01,
Europe Receiving 40 of Irans Crude Oil Shipments,2017-12-02,
Come Sail Away Exporting US Crude Oil by Ship Vessels Chartering Loading Costs,2017-12-03,
Hungary Eyes Nigerian Crude Oil LNG,2017-12-03,
Worldwide oil natural gas reserves inch higher in 2017,2017-12-03,
Viewfinder A Crude Oil Spill Covers the Greek Bay,2017-12-04,
Crude Oil Net Long Positions Near Record 1 Billion Barrels,2017-12-04,
Exclusive Chinas Sinopec looking to sell Nigeria business sources,2017-12-04,
Move Over Cushing Houston Emerges as Key Oil Trading Hub,2017-12-06,
Repurposing NGL pipeline to crude oil service,2017-12-07,
LOTUS to receive second US crude oil shipment,2017-12-07,
Oil prices falls due to higher drilling activity in the US,2017-12-08,
